,UNIQUE_ID,MOL_smiles,SMILES,LOG_HLM_CLint,LOG_RLM_CLint,LOG_MDR1-MDCK_ER,LOG_HPPB,LOG_RPPB,LOG_SOLUBILITY
17,0bba36c015534bbe9ea0581df98db5af5739be1e,C#CCNC(=O)c1ccc2c(c1)OCO2,C#CCNC(=O)c1ccc2c(c1)OCO2,1.145755624,1.536823483,-0.092231106,,,1.415474168
18,f23597ebd99301da89ddab052ba36da11647d0c7,C#CCOc1ccc(C(=O)NN2CCCC2=O)cc1,C#CCOc1ccc(C(=O)NN2CCCC2=O)cc1,0.675686709,1.027920136,0.120182762,,,1.402948829
19,3251d14a77fee143904a02d9650838e214cdc932,C#CCOc1ccc(OC)cc1C(N)=O,C#CCOc1ccc(OC)cc1C(N)=O,1.139942023,1.8650862,-0.144326242,,,
20,01626cc4d6708ac7fa2d3483546a8ad467de7654,C#C[C@@](C)(CC)NC(=O)c1cc(F)cnc1NC1CC(F)(F)C1,C#C[C@@](C)(CC)NC(=O)c1cc(F)cnc1NC1CC(F)(F)C1,1.842771446,2.495928511,-0.095595312,0.671265433,0.850278553,
21,53423d8e6c9e9f993745b36f92f264f479103c80,C#Cc1cccc(N(CC(=O)NC(N)=O)Cc2cccs2)c1,C#Cc1cccc(N(CC(=O)NC(N)=O)Cc2cccs2)c1,1.585990584,3.205708492,0.351122814,,,
22,aa5ec9455c592c3b1c82340ac4ad5d3292a4e780,C#Cc1cccc(N(CCC(=O)NC(N)=O)Cc2cccs2)c1,C#Cc1cccc(N(CCC(=O)NC(N)=O)Cc2cccs2)c1,1.710633471,3.030717892,0.27381245,,,
23,7fab9cff4869c8bdc803de715adc2bf6b085de23,C(=C/c1ccccc1)\CNCc1ccc2c(c1)OCO2,C(=C/c1ccccc1)\CNCc1ccc2c(c1)OCO2,1.590016582,2.758029545,-0.471818046,,,1.602819342
24,247bf9b469ba7032f151bf2d275782ac0787b25d,C/C(=C/COc1c2occc2cc2ccc(=O)oc12)CO,C/C(=C/COc1c2occc2cc2ccc(=O)oc12)CO,1.261286665,2.645545073,-0.179355496,,,
25,54051225b9ad9bfb2fbdfefbc8a1b13e937362f3,C/C=C/CC(=O)N1CCC(c2cc(Cc3ccccc3)n[nH]2)CC1,C/C=C/CC(=O)N1CCC(c2cc(Cc3ccccc3)n[nH]2)CC1,1.715736003,2.887008186,0.382653147,,,1.38219721
26,278bebd496b17d946ab97a9123d013df5bac206f,C/N=C(\NC#N)NCCSCc1nc[nH]c1C,C/N=C(\NC#N)NCCSCc1nc[nH]c1C,0.675686709,1.027920136,,,,1.619093331
27,23bb87c399bdb038c6691326f231424c43d3551a,C1CCC(OCc2noc(C3CC3)n2)CC1,C1CCC(OCc2noc(C3CC3)n2)CC1,1.532053339,2.570284855,-0.053557685,,,1.209515015
28,2ac0b673306994dc7bf6278cb92a33f47ea8405e,C1CCN(c2nc(NC3CC3)nc(N3CCCCC3)n2)CC1,C1CCN(c2nc(NC3CC3)nc(N3CCCCC3)n2)CC1,,,-0.522136436,,,-0.207608311
29,2846896836a608523987e56bae8b5afd0b00a11a,C1CN(c2nc3c(c(N4CCSCC4)n2)SCC3)CCS1,C1CN(c2nc3c(c(N4CCSCC4)n2)SCC3)CCS1,2.099414736,3.183513834,-0.416802486,,,
30,63e6850ca6323f976f3675eb605caec4d9031d68,C=C(C)COc1ccc(C(=O)NCCc2cn3ccccc3n2)cc1,C=C(C)COc1ccc(C(=O)NCCc2cn3ccccc3n2)cc1,2.062852629,3.339503514,,,,1.437909036
31,39803db0ca8da9348723be9f9a51907340343ec8,C=C(C)COc1cccc(C(=O)NCc2nncn2C2CCCCC2)c1,C=C(C)COc1cccc(C(=O)NCc2nncn2C2CCCCC2)c1,2.199618068,3.319202281,1.227240813,,,1.429590802
32,40b157e2f53d415875532cf55173d6d0ee53cc46,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,0.675686709,1.027920136,-0.306550112,,,
33,7b154d994d9b560bb2d9e89059baea28fb718fa0,C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,1.89741814,3.308929409,1.938640339,0.838502776,,1.770115295
34,0f0dd1dcaac1a2b64d994367f8cb06d32cff4300,C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,2.282135893,3.161600362,1.393231611,0.752995432,0.901294817,1.004321374
35,adeecb96916963a353bfd0974637ba822ce671d5,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,1.761739954,2.758344821,1.705596867,0.968996327,0.231979027,
36,862fb9550f6e52f60f7eeadc05d435e3f76a0da6,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,2.7565,3.2433,0.72516,0.62603,-0.35853,0.93399
37,e2240843cd204d019f511dd11b1962d07f31ec7d,C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(C(=O)Nc4ccc(C(C)C)c(C)c4)c3)c3c(N)ncnc32)C1,C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(C(=O)Nc4ccc(C(C)C)c(C)c4)c3)c3c(N)ncnc32)C1,,,1.542976897,,,-0.769551079
38,055417459ae7281a44bdd84deedec1e2ff81d4c4,C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,2.219660482,2.712971095,0.762732149,0.983851719,0.276231958,1.75089392
39,be49023498dbafebd93c3069aeead978a1f9ff5b,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,0.675686709,1.435764759,1.81723103,1.828227965,1.74597993,1.729974286
40,11d672947c2883bf01646857c5c282ddf8b1ccbe,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccc(NS(C)(=O)=O)cc5)cc4c32)ccc1C,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccc(NS(C)(=O)=O)cc5)cc4c32)ccc1C,,,1.702945721,,,-0.522878745
41,54fed283a3303b88c051f88ae642c0c8b5a677b3,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,1.506071875,2.591679978,0.595868979,,,0.579783597
42,e2f4db4f49b98582c32cbb656849e69558598dc6,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4ccnc(C(=O)NC)c4)cc3)ncc2F)c1,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4ccnc(C(=O)NC)c4)cc3)ncc2F)c1,1.822599543,2.50806218,1.121361739,-0.403402904,,
43,277f712ce25f0222800503f07b03cfc89e80e158,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,1.427680816,2.53699252,1.70375054,0.039414119,-0.139063379,
44,a73a1528ae56bc0bf641c783b60962394cfd3317,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,1.209407768,2.516764029,1.342645173,0.146128036,-0.208309351,1.456366033
45,9439e28126c9baf328465319d28d2819a987f670,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,0.990827051,2.322653372,1.931719426,-0.049635146,-0.308918508,
46,d7b67773d9e08f1593404649e0787da037babe34,C=CC(=O)Nc1cccc(Sc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,C=CC(=O)Nc1cccc(Sc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,,,,,,-0.397940009
47,f16ecb2bd9225379103106c6fbd20d3ee76c73de,C=CCN(C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)c(F)c1,C=CCN(C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)c(F)c1,1.4925369,2.504950428,,,,1.330413773
48,410e89df72d1273033baf33048e1fbd0004bd1dc,C=CCN(Cc1cccnc1)c1nc(C)nc2sccc12,C=CCN(Cc1cccnc1)c1nc(C)nc2sccc12,2.273702525,3.170271986,-0.097742793,,,1.65829765
49,2bed209eafc35d3218e1b693eb3b1ee031637937,C=CCN(c1ccc(C(=O)OC)cc1)S(=O)(=O)c1ccccc1,C=CCN(c1ccc(C(=O)OC)cc1)S(=O)(=O)c1ccccc1,,,,,,0.350248018
50,faca8ae0677281aa702429cea3d6bda01944dd70,C=CCNC(=O)C1(Cc2ccc(-c3ccccc3)cc2)CCN(C(=O)c2cccnc2)CC1,C=CCNC(=O)C1(Cc2ccc(-c3ccccc3)cc2)CCN(C(=O)c2cccnc2)CC1,1.884631128,2.746224617,1.447543942,,,0.602059991
51,b615ab9d89381e226320659bbf1c4f30a31385ee,C=CCNC1=C2C[C@@H](C)C[C@@H](OC)[C@@H](O)[C@@H](C)/C=C(\C)[C@@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,C=CCNC1=C2C[C@@H](C)C[C@@H](OC)[C@@H](O)[C@@H](C)/C=C(\C)[C@@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,2.688916129,3.005442641,,,,
52,4239310bb06b41807ac48dd2b2e57bdc505793f8,C=CCNc1ncc(-c2cnccn2)c(C2CC2)n1,C=CCNc1ncc(-c2cnccn2)c(C2CC2)n1,1.113575717,2.865584809,-0.275106636,,,
53,1aa96aae20130b4d89df8e6f7e159ebbd22368ce,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,1.764728927,2.772600387,-0.118563535,,,
54,30735bd1666485b8172c0704c213bc06a52f91e6,C=CCc1ccccc1OCC(O)CNC(C)C,C=CCc1ccccc1OCC(O)CNC(C)C,,,,,1.496029699,
55,0ddef759ab012548060b27768cc3e0bd328a9c4b,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,1.515038878,1.831594655,1.802269168,,,
56,e9d71dfd76c1c5e88e02a3f95c11607382e6a087,C=CCn1cc(CNCc2csc3ccc(Cl)cc23)c(C)n1,C=CCn1cc(CNCc2csc3ccc(Cl)cc23)c(C)n1,2.540827314,3.505014919,,,,1.330413773
57,161a720cd466d8aab6e9d961d7e9bb0b0f4dba70,C=CCn1cnc2c(Cl)cc(-c3ccc(C(=O)NC4CC4)o3)cc21,C=CCn1cnc2c(Cl)cc(-c3ccc(C(=O)NC4CC4)o3)cc21,1.439837761,2.059729985,0.706522052,,,1.520745472
58,1b413fe9a01b71e089b8ddb4d43c10916b8f48f3,C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,,,,,,1.789580712
59,050d94130d7409cda4ec236d9924174f52fd4621,CC#CC(=O)N1CCC[C@@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,CC#CC(=O)N1CCC[C@@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,1.868620931,2.439157361,1.569956172,0.975868182,,
60,ce4dd24728c798dd9d8cd9a26c41f986319cc980,CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1.329092647,2.272106283,1.460944843,0.935859798,0.669595781,1.810232518
61,ed9f7f226b123ace5547ac5e9ae93ca9bbf2288c,CC#CC(=O)N1CC[C@@H](n2cc(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c32)C1,CC#CC(=O)N1CC[C@@H](n2cc(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c32)C1,1.620136055,2.715512815,1.70079951,-0.073143291,-0.029188389,0.431363764
62,cace46a204639d8324fc997ead7c207c38671237,CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,1.397348966,2.376374361,0.860625544,0.163856803,-0.639532816,1.033423755
63,b0d727a11460af4ac15110e8dfdbe0884d24aecc,CC#CCCNC(=O)c1cccnc1C,CC#CCCNC(=O)c1cccnc1C,0.675686709,1.333245699,-0.122095506,,,
64,afc45b64b39e3f375237e21ef1da5bee9b6d225a,CC#CCNc1ccc(-n2cnnn2)c(C)c1,CC#CCNc1ccc(-n2cnnn2)c(C)c1,1.323417121,2.116617705,-0.229335003,,,1.28780173
65,76adcd3156f6bbf89e23d33e1048a3c5736b8d38,CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1,CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1,0.869173027,1.504959933,,,,
66,0046e45908c12d223d08c7c4aed3dbce46ae3806,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,1.36660971,2.180916867,0.723417004,,,1.344392274
67,16a150f0c1f86af62536b46eba96aaa2e5b53451,CC(=O)N(C)[C@@H]1CO[C@@H]2CCN(C[C@]3(O)CC[C@@H](C(C)(C)C)CC3)C[C@@H]2C[C@@]1(C)O,CC(=O)N(C)[C@@H]1CO[C@@H]2CCN(C[C@]3(O)CC[C@@H](C(C)(C)C)CC3)C[C@@H]2C[C@@]1(C)O,1.813207241,2.441376169,1.371127249,,,
68,7358554aaca0410356eab0c6a6705153178b979b,CC(=O)N(C)[C@H]1CC2(CCN(C(=O)COc3cc(C)c(Cl)c(C)c3)CC2)OC[C@]1(C)O,CC(=O)N(C)[C@H]1CC2(CCN(C(=O)COc3cc(C)c(Cl)c(C)c3)CC2)OC[C@]1(C)O,1.892484179,2.645137231,0.934178457,,,
69,166942eea0266880f859f9a91fd20c88058f5f4c,CC(=O)N(C)[C@H]1CC2(CCN(C(=O)COc3ccc(F)cc3F)CC2)OC[C@]1(C)O,CC(=O)N(C)[C@H]1CC2(CCN(C(=O)COc3ccc(F)cc3F)CC2)OC[C@]1(C)O,0.675686709,1.188394071,1.174559267,,,
70,0bb102b8065c9dfbfb097a97421298604cfb9f1b,CC(=O)N(CC(N)=O)c1ccc(C)cc1,CC(=O)N(CC(N)=O)c1ccc(C)cc1,0.702516697,1.631200171,,,,
71,c2763f1815403fbf35f786b4a564f468ee310a1a,CC(=O)N(c1ccc(C)cc1)c1nc(Cn2ccnc2)cs1,CC(=O)N(c1ccc(C)cc1)c1nc(Cn2ccnc2)cs1,1.504362105,2.322802099,0.458426084,,,1.639984248
72,c24e9c6c3fffce95dc0a49f1be4af0ae3cb53309,CC(=O)N1CCC(C(=O)Nc2nccs2)(c2ccccc2)CC1,CC(=O)N1CCC(C(=O)Nc2nccs2)(c2ccccc2)CC1,0.758230408,2.372663501,1.594990506,,,1.794278866
73,baad1a5a8157f790857a863ba572e1d8231db405,CC(=O)N1CCC(CCNc2ccc3ccc(F)cc3n2)CC1,CC(=O)N1CCC(CCNc2ccc3ccc(F)cc3n2)CC1,1.332458659,2.421768401,-0.099405474,,,1.664547962
74,0a4f254c58dd6bbb9c6d0e164f5e52234a3c426d,CC(=O)N1CCC(CNc2nccc3cccnc23)CC1,CC(=O)N1CCC(CNc2nccc3cccnc23)CC1,0.675686709,1.907266213,0.279509348,,,
75,b998ca5639c28b534a016dbf936ed9c175ef20d6,CC(=O)N1CCC(Cn2ccnc2-c2cc3ccccc3s2)CC1,CC(=O)N1CCC(Cn2ccnc2-c2cc3ccccc3s2)CC1,1.66738757,2.552634152,1.145125281,,,1.546666025
76,7008d4af2938b6cfcf5bb833a03672895a1b0fb2,CC(=O)N1CCC(Nc2ncnc3cc(-c4ccc(Br)cc4)sc23)CC1,CC(=O)N1CCC(Nc2ncnc3cc(-c4ccc(Br)cc4)sc23)CC1,0.806654724,1.635905772,0.771514668,,,1.008174184
77,bbdfa949fe87aa1eb058a93b08f73c79b2a9083b,CC(=O)N1CCC(c2ccc(C(=O)O)cn2)CC1,CC(=O)N1CCC(c2ccc(C(=O)O)cn2)CC1,0.675686709,1.027920136,,,,1.704150517
78,eaf0f0a75d0636eaa805c3b4c6867c4baed8be09,CC(=O)N1CCC(c2ccccn2)CC1,CC(=O)N1CCC(c2ccccn2)CC1,0.675686709,1.027920136,-0.10170638,,,1.684126926
79,5bf8517160ad190234528a1b896c138eabb4fa88,CC(=O)N1CCC2(C=Cc3cc(C)c(C)cc3O2)CC1,CC(=O)N1CCC2(C=Cc3cc(C)c(C)cc3O2)CC1,1.092194121,3.00812048,-0.23750305,,,
80,9190e66e7878c3b930b766d35e1d31253096e2eb,CC(=O)N1CCCC(C(=O)N2CCc3c(cccc3C(C)C)C2)C1,CC(=O)N1CCCC(C(=O)N2CCc3c(cccc3C(C)C)C2)C1,1.662918302,2.704202011,,,,1.739967697
81,5206b5a7bbd6c472910383845ed55356a1d9fece,CC(=O)N1CCCN(C(=O)Cc2csc(C(C)C)n2)CC1,CC(=O)N1CCCN(C(=O)Cc2csc(C(C)C)n2)CC1,0.675686709,1.523304145,1.309571348,,,1.740993932
82,635c61432c2dcfa9d8f93b731f6152a448ea248e,CC(=O)N1CCCN(C(=O)Nc2ccc(N(C)C3CCCCC3)c(F)c2)CC1,CC(=O)N1CCCN(C(=O)Nc2ccc(N(C)C3CCCCC3)c(F)c2)CC1,2.01371757,2.965628728,1.44974353,,,1.830267801
83,46be231a487ab9caebe752b44c393a7096ab0313,CC(=O)N1CCCN(Cc2c(C)nn(C)c2Cl)CC1,CC(=O)N1CCCN(Cc2c(C)nn(C)c2Cl)CC1,1.063971007,1.640908565,0.503474828,,,1.613841822
84,0166f2b7dc93f10b2918b7cca4256aac93b049b4,CC(=O)N1CCCN(Cc2ccc(C(=O)N3CCCC3)cc2)c2ccccc21,CC(=O)N1CCCN(Cc2ccc(C(=O)N3CCCC3)cc2)c2ccccc21,2.35636436,2.514669922,,,,
85,8d3f335aa5587a25b03502acd2afb8faf666c59d,CC(=O)N1CCC[C@H]1C(=O)Nc1cccc(OC(F)F)c1,CC(=O)N1CCC[C@H]1C(=O)Nc1cccc(OC(F)F)c1,0.675686709,1.497593031,0.153630331,,,1.671635597
86,b0fe519a87ee7f30d662dc4aa6537bcce4f24e01,CC(=O)N1CCN(C(=O)CCc2ccc(-c3ccccc3)[nH]2)CC1,CC(=O)N1CCN(C(=O)CCc2ccc(-c3ccccc3)[nH]2)CC1,0.675686709,1.775544917,0.945804081,,,1.790707287
87,ca6310d8e2aef06f1c253e102d3695a09b5f743f,CC(=O)N1CCN(C(=O)CS(=O)(=O)C23CC4CC(CC(C4)C2)C3)CC1,CC(=O)N1CCN(C(=O)CS(=O)(=O)C23CC4CC(CC(C4)C2)C3)CC1,0.675686709,2.47457754,1.012522768,,,
88,35891c610323115d0f50df026a9005edbcc6f892,CC(=O)N1CCN(C(=O)[C@H]2CCCCN2C(=O)OC(C)(C)C)CC1,CC(=O)N1CCN(C(=O)[C@H]2CCCCN2C(=O)OC(C)(C)C)CC1,0.675686709,1.027920136,0.97517027,,,2.052617001
89,d19f8cc49c5dedca6403bebe4cf7be2a9ed761e4,CC(=O)N1CCN(C(=O)c2ccc(-c3ccc(F)cc3)cc2F)CC1,CC(=O)N1CCN(C(=O)c2ccc(-c3ccc(F)cc3)cc2F)CC1,0.675686709,1.300552009,0.167829909,,,1.872447648
90,9f55df256dbd67388e9cfe4311709c45afeb83db,CC(=O)N1CCN(CCNC(=O)N2CCc3sccc3C2)CC1,CC(=O)N1CCN(CCNC(=O)N2CCc3sccc3C2)CC1,1.005952287,1.870163865,1.482205221,,,1.746244872
91,9d4e613798e494fb68a2c10a9cc330037e17e887,CC(=O)N1CCN(Cc2nc(O)cc(C(F)(F)F)n2)C(C)(C)C1,CC(=O)N1CCN(Cc2nc(O)cc(C(F)(F)F)n2)C(C)(C)C1,0.675686709,1.027920136,1.424663435,,,
92,f8513bcf35ef53d6878086523fb1555d77b2921e,CC(=O)N1CCN([C@H]2CCN(C(=O)c3cc4cc(C)ccc4o3)CC[C@@H]2O)CC1,CC(=O)N1CCN([C@H]2CCN(C(=O)c3cc4cc(C)ccc4o3)CC[C@@H]2O)CC1,0.861952375,2.18355738,1.589307341,,,
93,86fdccdf2456e6a143199c39a9d0cdde3999d067,CC(=O)N1CCN([C@H]2CCN(C(=O)c3cc4cc(Cl)ccc4o3)CC[C@@H]2O)CC1,CC(=O)N1CCN([C@H]2CCN(C(=O)c3cc4cc(Cl)ccc4o3)CC[C@@H]2O)CC1,0.905148002,1.986426848,1.577937842,,,
94,5df9459344cf737b049d21c1298056ae9b5ed1d8,CC(=O)N1CCN(c2c(Cl)cccc2NC(=O)COc2ccc(C(C)C)cc2)CC1,CC(=O)N1CCN(c2c(Cl)cccc2NC(=O)COc2ccc(C(C)C)cc2)CC1,2.128396037,3.298423152,0.329482654,,,0.431363764
95,6cf23ed0112ec4e65d8690d82f264ce7739906c2,CC(=O)N1CCN(c2c(Cl)cccc2NC(=O)COc2ccccc2Cl)CC1,CC(=O)N1CCN(c2c(Cl)cccc2NC(=O)COc2ccccc2Cl)CC1,2.633232054,3.553730633,,0.256958153,,1.290034611
96,8540faacef30b75ec1b923445c07703b2232723b,CC(=O)N1CCN(c2nc(C(F)(F)F)nc3sc(C)c(C)c23)CC1,CC(=O)N1CCN(c2nc(C(F)(F)F)nc3sc(C)c(C)c23)CC1,1.633670406,2.335620355,0.087945428,0.13481437,0.624282096,1.710117365
